#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_000697210.1       -            344 K02840               -            357   3.2e-44  149.3   6.0   1   1   4.2e-47   3.8e-44  149.1   6.0     1   322     1   313     1   342 0.83 MULTISPECIES: glycosyltransferase family 4 protein [Acinetobacter]
WP_000706915.1       -            344 K02840               -            357   5.7e-28   95.9   0.2   1   1   9.2e-31   8.2e-28   95.4   0.2     1   318     1   307     1   317 0.83 glycosyltransferase [Acinetobacter baumannii]
WP_001984466.1       -            432 K02840               -            357   3.2e-21   73.7   0.0   1   1     1e-23     9e-21   72.2   0.0    21   321    71   392    50   426 0.69 glycosyltransferase family 1 protein [Acinetobacter baumannii]
WP_000867106.1       -            366 K02840               -            357   9.1e-15   52.5   0.0   1   1   2.6e-17   2.3e-14   51.1   0.0    13   322    12   341     1   364 0.74 glycosyltransferase family 4 protein [Acinetobacter baumannii]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/waaB.hmm
# Target file:     example/protein/GCF_019331655.1_ASM1933165v1_protein.faa
# Option settings: /usr/bin/hmmsearch --domtblout ./result_LSP/hmm_output/GCF_019331655.1_ASM1933165v1_protein_waaB.tab --acc --noali --notextw -E 1e-05 --domT 0.5 --cpu 16 /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/waaB.hmm example/protein/GCF_019331655.1_ASM1933165v1_protein.faa 
# Current dir:     /home/hanshenglei/Workdir/Gut-extractor/hsl
# Date:            Thu Oct 10 02:24:50 2024
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NP_418085.2          -            359 K02840               -            357  3.7e-138  458.6   0.0   1   1  4.8e-141  4.2e-138  458.4   0.0     1   354     1   356     1   359 0.98 UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase [Escherichia coli str. K-12 substr. MG1655]
NP_416548.1          -            406 K02840               -            357   1.2e-23   81.9   0.0   1   1   1.6e-26   1.3e-23   81.8   0.0    83   323   118   374    37   406 0.78 putative colanic acid biosynthesis glycosyl transferase WcaL [Escherichia coli str. K-12 substr. MG1655]
NP_418088.1          -            374 K02840               -            357   3.9e-10   37.5   0.0   1   2     0.018        16    2.6   0.0     1    93     1    90     1   108 0.77 lipopolysaccharide glucosyltransferase I [Escherichia coli str. K-12 substr. MG1655]
NP_418088.1          -            374 K02840               -            357   3.9e-10   37.5   0.0   2   2   1.2e-11   9.9e-09   32.8   0.0   180   319   199   337   176   353 0.79 lipopolysaccharide glucosyltransferase I [Escherichia coli str. K-12 substr. MG1655]
NP_416561.1          -            405 K02840               -            357   1.7e-09   35.4   0.0   1   2     0.075        64    0.6   0.0    11    89    39   130    34   139 0.60 colanic acid biosynthesis galactosyltransferase WcaC [Escherichia coli str. K-12 substr. MG1655]
NP_416561.1          -            405 K02840               -            357   1.7e-09   35.4   0.0   2   2   1.8e-11   1.5e-08   32.2   0.0   234   312   287   364   282   401 0.85 colanic acid biosynthesis galactosyltransferase WcaC [Escherichia coli str. K-12 substr. MG1655]
NP_416536.1          -            372 K02840               -            357   5.4e-06   23.8   0.1   1   2   5.6e-05     0.049   10.8   0.1     2   104     4   106     3   114 0.74 putative glycosyltransferase WbbK [Escherichia coli str. K-12 substr. MG1655]
