#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NP_416316.1          -            374 K22443               -            371  1.5e-180  597.6   0.1   1   1  7.7e-184  1.6e-180  597.5   0.1     7   370    10   373     1   374 0.98 carnitine monooxygenase subunit YeaW [Escherichia coli str. K-12 substr. MG1655]
NP_417033.1          -            453 K22443               -            371   1.7e-42  143.3   0.0   1   1   1.1e-45   2.5e-42  142.8   0.0    21   218    20   224     3   230 0.90 putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha [Escherichia coli str. K-12 substr. MG1655]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cntA.hmm
# Target file:     example/protein/GCF_000005845.2_ASM584v2_protein.faa
# Option settings: /usr/bin/hmmsearch --domtblout result_TMA/hmm_output/GCF_000005845.2_ASM584v2_protein_cntA.tab --acc --noali --notextw -E 1e-05 --domT 0.5 --cpu 16 /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cntA.hmm example/protein/GCF_000005845.2_ASM584v2_protein.faa 
# Current dir:     /home/hanshenglei/Workdir/Gut-extractor/hsl
# Date:            Wed Oct  9 22:59:11 2024
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_001669316.1       -            322 K22444               -            321   2.3e-31  107.2   0.0   1   1   5.1e-34   2.9e-31  106.9   0.0     8   309    11   312     3   321 0.79 MULTISPECIES: NADH oxidoreductase [Salmonella]
WP_000883146.1       -            396 K22444               -            321     1e-22   78.8   0.0   1   1     6e-25   3.4e-22   77.1   0.0    17   226   163   391   154   395 0.75 MULTISPECIES: NO-inducible flavohemoprotein [Salmonella]
WP_000018226.1       -            330 K22444               -            321   6.2e-18   63.1   0.7   1   2   2.8e-09   1.6e-06   25.6   0.6   241   311     9    74     2    81 0.78 MULTISPECIES: CDP-6-deoxy-delta-3,4-glucoseen reductase [Salmonella]
WP_000018226.1       -            330 K22444               -            321   6.2e-18   63.1   0.7   2   2   4.5e-12   2.6e-09   34.8   0.0    14   229   104   324    92   329 0.75 MULTISPECIES: CDP-6-deoxy-delta-3,4-glucoseen reductase [Salmonella]
WP_000533921.1       -             84 K22444               -            321   7.3e-12   43.2   0.5   1   1   1.7e-14   9.7e-12   42.8   0.5   237   315     4    79     3    82 0.82 MULTISPECIES: ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE [Salmonella]
WP_000224069.1       -            369 K22444               -            321   3.3e-08   31.2   0.1   1   1   8.4e-11   4.8e-08   30.6   0.1   236   287   290   340   265   351 0.90 MULTISPECIES: YcbX family protein [Salmonella]
WP_000210927.1       -            599 K22444               -            321   4.8e-08   30.6   0.0   1   1   1.4e-10   7.9e-08   29.9   0.0    56   207   386   562   377   573 0.60 MULTISPECIES: NADPH-dependent assimilatory sulfite reductase flavoprotein subunit [Salmonella]
WP_000796300.1       -            248 K22444               -            321   2.7e-06   24.9   0.0   1   1   1.3e-08   7.2e-06   23.5   0.0     9   213     7   228     1   238 0.69 MULTISPECIES: ferredoxin--NADP(+) reductase [Salmonella]
WP_000209831.1       -            233 K22444               -            321   7.2e-06   23.5   0.0   1   1   1.8e-08     1e-05   23.0   0.0     7   125     4   116     1   160 0.84 MULTISPECIES: NAD(P)H-flavin reductase [Salmonella]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cntB.hmm
# Target file:     example/protein/GCF_001997115.1_ASM199711v1_protein.faa
# Option settings: /usr/bin/hmmsearch --domtblout result_TMA/hmm_output/GCF_001997115.1_ASM199711v1_protein_cntB.tab --acc --noali --notextw -E 1e-05 --domT 0.5 --cpu 16 /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cntB.hmm example/protein/GCF_001997115.1_ASM199711v1_protein.faa 
# Current dir:     /home/hanshenglei/Workdir/Gut-extractor/hsl
# Date:            Wed Oct  9 22:59:10 2024
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_000149714.1       -            765 K20038               -            821  3.9e-209  694.8   0.0   1   1  1.1e-211  9.7e-209  693.5   0.0    33   819     1   764     1   765 0.96 MULTISPECIES: formate C-acetyltransferase [Salmonella]
WP_000192673.1       -            810 K20038               -            821  5.6e-205  681.0   0.0   1   1  8.2e-208  7.5e-205  680.6   0.0    31   818     7   808     2   809 0.95 MULTISPECIES: glycyl radical protein [Salmonella]
WP_001292799.1       -            760 K20038               -            821     1e-54  184.0   0.6   1   1   1.8e-56   1.6e-53  180.0   0.6   283   820   247   759   216   760 0.87 MULTISPECIES: formate C-acetyltransferase [Salmonella]
WP_000867323.1       -            764 K20038               -            821   1.5e-54  183.4   0.1   1   2   8.8e-20   8.1e-17   58.6   0.0   265   554   230   514   216   546 0.84 MULTISPECIES: formate C-acetyltransferase [Salmonella]
WP_000867323.1       -            764 K20038               -            821   1.5e-54  183.4   0.1   2   2   4.4e-39     4e-36  122.5   0.0   633   819   568   762   554   764 0.91 MULTISPECIES: formate C-acetyltransferase [Salmonella]
WP_000627811.1       -            127 K20038               -            821   3.5e-12   43.3   0.0   1   1   4.5e-15   4.1e-12   43.1   0.0   764   820    70   126    61   127 0.94 MULTISPECIES: autonomous glycyl radical cofactor GrcA [Salmonella]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cutC.hmm
# Target file:     example/protein/GCF_001997115.1_ASM199711v1_protein.faa
# Option settings: /usr/bin/hmmsearch --domtblout result_TMA/hmm_output/GCF_001997115.1_ASM199711v1_protein_cutC.tab --acc --noali --notextw -E 1e-05 --domT 0.5 --cpu 16 /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cutC.hmm example/protein/GCF_001997115.1_ASM199711v1_protein.faa 
# Current dir:     /home/hanshenglei/Workdir/Gut-extractor/hsl
# Date:            Wed Oct  9 22:59:11 2024
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_001069886.1       -            263 K20037               -            313   7.6e-09   32.6   2.2   1   1   1.4e-11   1.2e-08   31.9   2.2    46   115    77   145    70   167 0.82 MULTISPECIES: RnfABCDGE type electron transport complex subunit B [Acinetobacter]
WP_000276693.1       -            180 K20037               -            313   3.2e-08   30.5   1.4   1   1   4.9e-11   4.4e-08   30.1   1.4    58   110    57   117    55   139 0.87 MULTISPECIES: NADH-quinone oxidoreductase subunit NuoI [Acinetobacter]
WP_000864073.1       -             81 K20037               -            313   3.7e-07   27.1   3.3   1   1   4.7e-10   4.2e-07   26.9   3.3    52   109    14    74     7    77 0.87 MULTISPECIES: ferredoxin family protein [Acinetobacter]
WP_000144889.1       -            107 K20037               -            313   3.1e-06   24.0   2.7   1   1   3.6e-09   3.3e-06   24.0   2.7    57   110     5    58     1    76 0.76 MULTISPECIES: ferredoxin FdxA [Acinetobacter]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cutD.hmm
# Target file:     example/protein/GCF_019331655.1_ASM1933165v1_protein.faa
# Option settings: /usr/bin/hmmsearch --domtblout result_TMA/hmm_output/GCF_019331655.1_ASM1933165v1_protein_cutD.tab --acc --noali --notextw -E 1e-05 --domT 0.5 --cpu 16 /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cutD.hmm example/protein/GCF_019331655.1_ASM1933165v1_protein.faa 
# Current dir:     /home/hanshenglei/Workdir/Gut-extractor/hsl
# Date:            Wed Oct  9 22:59:11 2024
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_000067822.1       -            374 K22443               -            371  1.4e-180  597.6   0.1   1   1  7.7e-184  1.6e-180  597.5   0.1     7   370    10   373     1   374 0.98 MULTISPECIES: carnitine monooxygenase, oxygenase subunit YeaW [Enterobacteriaceae]
WP_000211172.1       -            453 K22443               -            371   1.6e-42  143.3   0.0   1   1   1.1e-45   2.4e-42  142.8   0.0    21   218    20   224     3   230 0.90 MULTISPECIES: 3-phenylpropionate/cinnamic acid dioxygenase subunit alpha [Enterobacteriaceae]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cntA.hmm
# Target file:     example/protein/GCF_000019425.1_ASM1942v1_protein.faa
# Option settings: /usr/bin/hmmsearch --domtblout result_TMA/hmm_output/GCF_000019425.1_ASM1942v1_protein_cntA.tab --acc --noali --notextw -E 1e-05 --domT 0.5 --cpu 16 /home/hanshenglei/Workdir/Gut-extractor/hsl/example/hmm/cntA.hmm example/protein/GCF_000019425.1_ASM1942v1_protein.faa 
# Current dir:     /home/hanshenglei/Workdir/Gut-extractor/hsl
# Date:            Wed Oct  9 22:59:11 2024
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
YP_004994389.1       -            304 K22444               -            321  4.1e-144  477.4   1.5   1   1  1.5e-146  4.6e-144  477.2   1.5    15   321     2   304     1   304 0.99 putative dioxygenase subunit beta [Acinetobacter pittii PHEA-2]
YP_004995605.1       -            317 K22444               -            321   4.4e-95  316.3   0.1   1   1   1.6e-97   4.8e-95  316.2   0.1     9   321     7   317     1   317 0.95 vanillate monooxygenase, oxidoreductase subunit [Acinetobacter pittii PHEA-2]
YP_004994663.1       -            314 K22444               -            321   1.2e-94  314.9   1.1   1   1   4.4e-97   1.3e-94  314.7   1.1     7   321     1   314     1   314 0.96 vanillate O-demethylase oxidoreductase (vanillate degradation ferredoxin-like protein) [Acinetobacter pittii PHEA-2]
YP_004994738.1       -            353 K22444               -            321   6.4e-32  108.7   0.2   1   2   3.2e-11   9.7e-09   32.6   0.2   235   312     3    81     1    88 0.79 phenol 2-monooxygenase [Acinetobacter pittii PHEA-2]
YP_004994738.1       -            353 K22444               -            321   6.4e-32  108.7   0.2   2   2   2.9e-23   8.8e-21   72.1   0.0     7   229   105   338   100   350 0.80 phenol 2-monooxygenase [Acinetobacter pittii PHEA-2]
YP_004995384.1       -            344 K22444               -            321   1.1e-31  108.0   0.1   1   2   2.2e-09   6.5e-07   26.6   0.2   246   315    19    89     4    93 0.81 benzoate 1,2-dioxygenase ferredoxin reductase subunit [Acinetobacter pittii PHEA-2]
YP_004995384.1       -            344 K22444               -            321   1.1e-31  108.0   0.1   2   2   2.2e-25   6.5e-23   79.1   0.0     7   229   109   341   102   344 0.77 benzoate 1,2-dioxygenase ferredoxin reductase subunit [Acinetobacter pittii PHEA-2]
YP_004994732.1       -            338 K22444               -            321   3.5e-28   96.5   0.0   1   2   7.6e-08   2.3e-05   21.5   0.1   246   314    18    89     7    93 0.87 benzoate 1,2-dioxygenase ferredoxin reductase subunit [Acinetobacter pittii PHEA-2]
YP_004994732.1       -            338 K22444               -            321   3.5e-28   96.5   0.0   2   2   2.4e-23   7.2e-21   72.4   0.0     5   227   107   337   102   338 0.75 benzoate 1,2-dioxygenase ferredoxin reductase subunit [Acinetobacter pittii PHEA-2]
YP_004996194.1       -            356 K22444               -            321   2.4e-27   93.7   0.2   1   1   9.6e-30   2.9e-27   93.4   0.2    24   321    57   356    37   356 0.77 flavodoxin reductase(ferredoxin-NADPH reductase) family1 [Acinetobacter pittii PHEA-2]
YP_004994954.1       -            281 K22444               -            321   1.2e-26   91.4   0.1   1   1   7.5e-29   2.2e-26   90.5   0.1     8   248     6   267     1   277 0.76 phenylacetate-CoA oxygenase/reductase subunit PaaK [Acinetobacter pittii PHEA-2]
YP_004997225.1       -            341 K22444               -            321   5.9e-24   82.6   2.6   1   1   2.4e-26   7.1e-24   82.3   2.6     8   314    34   335    27   341 0.78 putative oxidoreductase [Acinetobacter pittii PHEA-2]
YP_004994302.1       -            253 K22444               -            321   2.6e-14   50.8   0.0   1   2   8.6e-14   2.6e-11   41.0   0.0     9   161     9   162     1   171 0.81 ferredoxin--NADP+ reductase [Acinetobacter pittii PHEA-2]
YP_004994302.1       -            253 K22444               -            321   2.6e-14   50.8   0.0   2   2     0.001      0.31    7.9   0.0   180   217   202   239   191   248 0.84 ferredoxin--NADP+ reductase [Acinetobacter pittii PHEA-2]
YP_004994955.1       -             79 K22444               -            321   2.5e-09   34.5   0.0   1   1   9.2e-12   2.7e-09   34.4   0.0   247   318     4    74     1    77 0.90 multicomponent oxygenase/reductase subunit for phenylacetic acid degradation [Acinetobacter pittii PHEA-2]
YP_004996522.1       -            862 K22444               -            321   3.7e-07   27.4   0.0   1   1     2e-09   6.1e-07   26.6   0.0    43   200   656   828   625   848 0.67 putative bifunctional protein [Acinetobacter pittii PHEA-2]
#
# Program:         hmmsearch
